OBJECTID,sug,nashir,gil,koter,status,sivug,water,hibur,X,Y,X_google,Y_google
1,,,,,,,,,181469.0301,572299.8534,34.80567938,31.24164666
2,,,,,,,,,181469.1259,572308.5387,34.80568006,31.241725
3,,,,,,,,,181461.7971,572317.6749,34.80560278,31.24180716
4,,,,,,,,,181453.8827,572263.6367,34.80552175,31.24131953
5,,,,,,,,,181447.6527,572266.8305,34.80545624,31.24134814
6,,,,,,,,,181449.3317,572269.5718,34.80547376,31.24137291
7,,,,,,,,,181462.0249,572274.0203,34.80560683,31.24141345
8,,,,,,,,,181375.3654,572112.8785,34.80470329,31.23995729
9,,,,,,,,,181379.3617,572108.2218,34.80474542,31.23991543
10,,,,,,,,,181382.5493,572100.8413,34.80477916,31.23984897
11,,,,,,,,,181399.0186,572120.9599,34.80495127,31.24003095
12,,,,,,,,,181420.4033,572120.2471,34.80517576,31.24002522
13,,,,,,,,,181421.8431,572124.824,34.8051907,31.24006655
14,,,,,,,,,181429.9075,572134.529,34.80527498,31.24015434
15,,,,,,,,,181413.0815,572149.4713,34.8050978,31.24028855
16,,,,,,,,,181415.257,572153.9475,34.80512047,31.24032899
17,,,,,,,,,181451.0214,572210.3349,34.80549374,31.24083871
18,,,,,,,,,181448.6299,572207.2903,34.80546875,31.24081118
19,,,,,,,,,181424.1052,572175.4329,34.80521253,31.24052306
20,,,,,,,,,181457.7145,572216.503,34.80556376,31.24089456
21,,,,,,,,,181461.1949,572219.5634,34.80560018,31.24092228
22,,,,,,,,,181381.836,572066.8445,34.80477296,31.23954233
23,,,,,,,,,181376.5074,572061.1346,34.80471724,31.23949066
24,,,,,,,,,181375.0052,572059.8552,34.80470152,31.23947907
25,,,,,,,,,181367.223,572053.3344,34.80462008,31.23942
26,,,,,,,,,181241.6539,572181.7707,34.80329713,31.24057426
27,,,,,,,,,181191.0216,572204.0465,34.80276481,31.2407735
28,,,,,,,,,181103.2334,572175.7734,34.80184439,31.24051563
29,,,,,,,,,181108.8701,572154.4112,34.80190437,31.24032315
30,,,,,,,,,181061.8401,572126.3623,34.80141179,31.24006863
31,,,,,,,,,181313.0552,572136.6264,34.80404834,31.24016944
32,,,,,,,,,181310.5977,572133.7709,34.80402265,31.24014361
33,,,,,,,,,181098.1051,572066.2538,34.80179475,31.23952771
34,,,,,,,,,181366.0991,572135.1651,34.80460518,31.24015799
35,,,,,,,,,181760.346,572363.359,34.80873491,31.24222886
36,,,,,,,,,181764.39,572237.17,34.80878211,31.2410909
37,,,,,,,,,181780.95,572237.18,34.80895593,31.24109153
38,,,,,,,,,181779.74,572256.32,34.80894251,31.24126411
39,,,,,,,,,181753.9,572255.55,34.8086713,31.24125633
40,,,,,,,,,181760.16,572262.93,34.80873674,31.24132309
41,,,,,,,,,181744.45,572284.35,34.80857103,31.24151577
42,,,,,,,,,181790.02,572369.36,34.80904618,31.24228394
43,,,,,,,,,181782.71,572366.85,34.80896954,31.24226107
44,,,,,,,,,181732.94,572390.89,34.8084462,31.24247628
45,,,,,,,,,181715.06,572391.92,34.80825847,31.24248499
46,,,,,,,,,181664.2,572379.09,34.80772508,31.24236763
47,,,,,,,,,181537.4376,572303.9719,34.80639729,31.24168603
48,,,,,,,,,180793.373,571507.083,34.79861763,31.23447452
49,,,,,,,,,180968.591,570939.828,34.8004785,31.22936426
50,,,,,,,,,180991.007,570928.98,34.80071419,31.22926717
51,,,,,,,,,180994.518,570820.121,34.80075521,31.22828549
52,,,,,,,,,180986.166,570808.169,34.80066801,31.22817742
53,,,,,,,,,180851.671,570887.9,34.79925336,31.22889207
54,,,,,,,,,180628.52,571192.744,34.79689948,31.23163404
55,,,,,,,,,180632.184,571194.408,34.79693787,31.23164917
56,,,,,,,,,180983.988,570797.154,34.80064557,31.228078
57,,,,,,,,,180761.315,570550.062,34.79831806,31.22584213
58,,,,,,,,,180767.817,570530.494,34.79838705,31.22566586
59,,,,,,,,,180765.7,570537.941,34.79836454,31.22573296
60,,,,,,,,,180771.738,570518.384,34.79842867,31.22555677
61,,,,,,,,,181656.399,571686.042,34.80766931,31.23611681
62,,,,,,,,,181665.208,571689.055,34.80776166,31.23614427
63,,,,,,,,,181024.6583,571950.8276,34.80102823,31.23848427
64,,,,,,,,,181026.1887,571934.6749,34.80104491,31.23833864
65,,,,,,,,,181025.0914,571916.6803,34.80103408,31.23817631
66,,,,,,,,,181014.7866,571928.3913,34.80092547,31.23828159
67,,,,,,,,,181008.7006,571941.023,34.8008611,31.23839532
68,,,,,,,,,181088.3314,571778.5493,34.80170316,31.2369326
69,,,,,,,,,181051.0367,571798.6844,34.80131093,31.23711297
70,,,,,,,,,181710.61,571272.242,34.8082539,31.23238652
71,,,,,,,,,181801.312,571282.05,34.80920553,31.23247791
72,,,,,,,,,181724.304,571278.262,34.8083974,31.23244125
73,,,,,,,,,181380.59,571035.216,34.80479904,31.23023807
74,,,,,,,,,181467.115,570953.483,34.80571027,31.22950374
75,,,,,,,,,181474.583,570855.629,34.80579236,31.22862145
76,,,,,,,,,181471.671,570866.973,34.80576136,31.22872366
77,,,,,,,,,181470.183,570880.413,34.80574524,31.22884483
78,,,,,,,,,181473.159,570884.333,34.80577632,31.22888028
79,,,,,,,,,181475.761,570841.217,34.80580527,31.2284915
80,,,,,,,,,181157.167,570927.102,34.8024582,31.22925569
81,,,,,,,,,181164.564,570838.396,34.80253922,31.2284559
82,,,,,,,,,181002.823,570931.996,34.80083809,31.22929476
83,,,,,,,,,181012.806,570825.065,34.80094696,31.22833068
84,,,,,,,,,181008.454,570823.801,34.80090133,31.22831913
85,,,,,,,,,181001.638,570822.265,34.80082985,31.22830506
86,,,,,,,,,181062.721,570985.558,34.8014647,31.2297798
87,,,,,,,,,181102.281,570985.374,34.80187991,31.22977944
88,,,,,,,,,181024.585,570980.454,34.80106463,31.22973251
89,,,,,,,,,181834.471,571000.971,34.8095641,31.22994393
90,,,,,,,,,181833.715,570994.172,34.80955643,31.22988259
91,,,,,,,,,181830.354,570981.551,34.80952162,31.22976865
92,,,,,,,,,181835.798,570974.038,34.80957904,31.22970107
93,,,,,,,,,181842.742,570972.226,34.80965199,31.22968495
94,,,,,,,,,181828.792,570975.472,34.80950546,31.22971377
95,,,,,,,,,181843.776,571012.355,34.80966134,31.2300469
96,,,,,,,,,181832.423,571007.416,34.80954237,31.23000199
97,,,,,,,,,181835.171,571016.286,34.80957088,31.23008208
98,,,,,,,,,181840.341,571023.688,34.80962486,31.230149
99,,,,,,,,,181841.77,571031.111,34.80963958,31.230216
100,,,,,,,,,181607.62,570829.835,34.80718962,31.22839313
101,,,,,,,,,181784.824,570923.593,34.80904593,31.22924446
102,,,,,,,,,181650.58,570962.283,34.80763551,31.22958907
103,,,,,,,,,181624.26,570966.495,34.80735911,31.2296262
104,,,,,,,,,181519.52,570996.151,34.80625868,31.22989027
105,,,,,,,,,181372.826,570616.169,34.80473346,31.22645845
106,,,,,,,,,181373.778,570618.698,34.80474335,31.22648129
107,,,,,,,,,181374.267,570621.233,34.80474839,31.22650417
108,,,,,,,,,181430.5933,570786.7262,34.80533328,31.22799858
109,,,,,,,,,181140.422,570756.151,34.80228898,31.22771334
110,,,,,,,,,181213.508,570703.247,34.80305806,31.2272386
111,,,,,,,,,181202.996,570700.655,34.80294783,31.22721487
112,,,,,,,,,181195.588,570698.975,34.80287015,31.22719948
113,,,,,,,,,181010.837,570529.915,34.8009376,31.22566867
114,,,,,,,,,181070.508,570449.215,34.80156694,31.2249428
115,,,,,,,,,181017.311,570774.935,34.80099616,31.22787871
116,,,,,,,,,181117.263,570401.136,34.80205948,31.22451071
117,,,,,,,,,181599.608,570641.562,34.80711263,31.22669484
118,,,,,,,,,181759.927,570542.917,34.80879893,31.22581035
119,,,,,,,,,181749.207,570476.267,34.80868892,31.22520889
120,,,,,,,,,181790.291,570570.542,34.80911657,31.22606048
121,,,,,,,,,181753.268,570579.931,34.80872765,31.22614397
122,,,,,,,,,181805.606,570523.691,34.80927906,31.22563843
123,,,,,,,,,181844.032,570668.686,34.80967691,31.22694737
124,,,,,,,,,181819.343,570672.428,34.80941765,31.22698032
125,,,,,,,,,181810.078,570675.069,34.80932031,31.22700384
126,,,,,,,,,181633.059,570626.634,34.80746427,31.22656129
127,,,,,,,,,181819.425,570492.567,34.80942526,31.22535817
128,,,,,,,,,181599.034,570668.173,34.8071056,31.22693483
129,,,,,,,,,181818.415,570586.492,34.80941113,31.22620524
130,,,,,,,,,181812.047,570582.22,34.80934446,31.22616651
131,,,,,,,,,181569.246,570626.966,34.80679452,31.22656222
132,,,,,,,,,181562.686,570628.726,34.80672561,31.22657788
133,,,,,,,,,181514.187,570641.515,34.80621612,31.22669165
134,,,,,,,,,181597.942,570619.706,34.80709597,31.22649767
135,,,,,,,,,181743.683,570574.574,34.80862725,31.22609534
136,,,,,,,,,181747.731,570573.262,34.80866979,31.22608364
137,,,,,,,,,181755.283,570571.646,34.80874911,31.22606931
138,,,,,,,,,181758.867,570570.99,34.80878675,31.22606351
139,,,,,,,,,181762.979,570567.598,34.80883003,31.22603305
140,,,,,,,,,181740.607,570597.74,34.8085941,31.22630418
141,,,,,,,,,181761.103,570592.476,34.80880941,31.22625736
142,,,,,,,,,181770.991,570590.028,34.80891328,31.2262356
143,,,,,,,,,181613.443,570630.586,34.80725825,31.2265963
144,,,,,,,,,181624.131,570626.57,34.80737057,31.22656042
145,,,,,,,,,181677.181,570722.625,34.80792373,31.22742846
146,,,,,,,,,181603.852,570789.221,34.8071516,31.22802671
147,,,,,,,,,181587.453,570786.757,34.80697958,31.22800396
148,,,,,,,,,181553.272,570645.399,34.80662618,31.22672794
149,,,,,,,,,181531.288,570650.722,34.80639525,31.22677524
150,,,,,,,,,181563.004,570623.225,34.80672915,31.22652827
151,,,,,,,,,181755.291,570575.827,34.80874903,31.22610702
152,,,,,,,,,181504.214,570643.481,34.80611137,31.22670905
153,,,,,,,,,181689.703,570406.558,34.80806705,31.22457826
154,,,,,,,,,181669.818,570412.564,34.80785813,31.22463179
155,,,,,,,,,181830.344,570253.391,34.80954882,31.22320139
156,,,,,,,,,181807.955,570268.094,34.8093133,31.22333328
157,,,,,,,,,181809.094,570177.782,34.80932864,31.22251879
158,,,,,,,,,181692.107,570392.472,34.80809281,31.2244513
159,,,,,,,,,181832.445,570365.168,34.80956668,31.22420958
160,,,,,,,,,181829.695,570372.849,34.80953753,31.22427876
161,,,,,,,,,181835.599,570392.918,34.80959874,31.22445995
162,,,,,,,,,181834.521,570071.439,34.80959948,31.22156051
163,,,,,,,,,181046.287,570128.86,34.801325,31.22205273
164,,,,,,,,,181042.869,570142.548,34.80128861,31.22217607
165,,,,,,,,,181039.401,570154.424,34.80125176,31.22228306
166,,,,,,,,,181036.836,570165.835,34.8012244,31.2223859
167,,,,,,,,,181043.683,570237.411,34.80129352,31.22303166
168,,,,,,,,,181047.199,570245.314,34.80133012,31.22310306
169,,,,,,,,,181194.776,570387.874,34.80287348,31.22439364
170,,,,,,,,,181018.206,570224.059,34.80102666,31.2229104
171,,,,,,,,,181120.074,570288.413,34.80209329,31.22349416
172,,,,,,,,,181120.204,570391.519,34.80209071,31.22442407
173,,,,,,,,,181108.709,570386.446,34.80197027,31.22437794
174,,,,,,,,,180986.26,570101.991,34.80069607,31.22180842
175,,,,,,,,,180840.691,570268.388,34.79916196,31.22330435
176,,,,,,,,,180840.995,570265.492,34.79916526,31.22327824
177,,,,,,,,,180842.387,570263.38,34.79917995,31.22325924
178,,,,,,,,,180845.043,570233.92,34.79920896,31.22299363
179,,,,,,,,,180896.963,570265.316,34.79975264,31.2232785
180,,,,,,,,,180892.691,570263.444,34.79970788,31.22326148
181,,,,,,,,,180888.419,570262.564,34.79966308,31.2232534
182,,,,,,,,,180879.539,570260.5,34.79956997,31.22323449
183,,,,,,,,,180873.459,570258.948,34.79950622,31.22322029
184,,,,,,,,,180868.403,570257.572,34.79945321,31.22320772
185,,,,,,,,,180854.179,570269.188,34.79930348,31.22331201
186,,,,,,,,,180853.603,570273.54,34.79929727,31.22335124
187,,,,,,,,,180855.107,570264.532,34.7993134,31.22327005
188,,,,,,,,,180851.331,570257.46,34.79927404,31.22320614
189,,,,,,,,,180852.803,570252.532,34.79928968,31.22316174
190,,,,,,,,,180854.931,570248.132,34.79931218,31.22312213
191,,,,,,,,,180849.187,570245.748,34.79925199,31.22310044
192,,,,,,,,,180843.715,570239.956,34.79919479,31.22304802
193,,,,,,,,,180837.267,570244.948,34.79912693,31.22309283
194,,,,,,,,,180837.587,570255.556,34.79912988,31.22318852
195,,,,,,,,,180833.763,570262.484,34.79908948,31.22325087
196,,,,,,,,,180833.334,570269.359,34.79908471,31.22331286
197,,,,,,,,,180832.451,570275.058,34.79907522,31.22336423
198,,,,,,,,,180927.283,570240.004,34.80007182,31.22305121
199,,,,,,,,,180927.763,570237.172,34.80007697,31.22302569
200,,,,,,,,,180898.739,570231.796,34.79977257,31.22297625
201,,,,,,,,,180890.179,570230.756,34.79968277,31.22296658
202,,,,,,,,,180858.499,570226.052,34.79935048,31.22292311
203,,,,,,,,,180855.123,570224.164,34.79931512,31.22290597
204,,,,,,,,,180846.691,570229.796,34.79922641,31.22295649
205,,,,,,,,,180840.675,570232.852,34.79916316,31.22298385
206,,,,,,,,,180844.323,570222.324,34.79920185,31.22288902
207,,,,,,,,,180844.739,570220.276,34.79920629,31.22287056
208,,,,,,,,,180844.243,570217.524,34.79920119,31.22284573
209,,,,,,,,,180850.035,570219.124,34.79926192,31.22286035
210,,,,,,,,,180868.291,570224.404,34.79945331,31.22290857
211,,,,,,,,,180885.091,570228.196,34.79962948,31.22294333
212,,,,,,,,,180895.588,570355.674,34.79973474,31.22409339
213,,,,,,,,,180923.82,570347.847,34.80003134,31.22402373
214,,,,,,,,,180843.95,570280.185,34.79919571,31.22341085
215,,,,,,,,,180901.379,570257.06,34.79979931,31.22320419
216,,,,,,,,,180687.32,570231.32,34.79755378,31.22296495
217,,,,,,,,,180815.28,570236.645,34.79889649,31.22301722
218,,,,,,,,,181676.953,569618.526,34.80796289,31.21747061
219,,,,,,,,,181645.71,569638.446,34.80763427,31.21764925
220,,,,,,,,,181655.691,569837.915,34.8077315,31.21944859
221,,,,,,,,,181747.08,569603.871,34.80869937,31.2173407
222,,,,,,,,,181744.716,569618.043,34.80867403,31.21746844
223,,,,,,,,,181302.796,569946.552,34.80402393,31.22041691
224,,,,,,,,,181284.743,569921.882,34.80383541,31.22019382
225,,,,,,,,,181326.0363,569924.3275,34.80426867,31.22021722
226,,,,,,,,,181250.885,569919.037,34.80348019,31.22016705
227,,,,,,,,,181034.72,569776.632,34.80121709,31.21887561
228,,,,,,,,,181107.565,569886.291,34.80197737,31.21986702
229,,,,,,,,,181108.621,569880.323,34.80198868,31.21981323
230,,,,,,,,,181112.157,569862.611,34.80202646,31.2196536
231,,,,,,,,,181112.989,569857.779,34.80203538,31.21961005
232,,,,,,,,,181040.37,569783.7,34.80127612,31.21893955
233,,,,,,,,,181041.529,569772.044,34.80128873,31.21883446
234,,,,,,,,,181043.138,569762.947,34.80130596,31.21875247
235,,,,,,,,,181444.478,569848.594,34.80551453,31.21953804
236,,,,,,,,,181447.966,569822.818,34.80555211,31.21930569
237,,,,,,,,,181197.194,569936.634,34.80291606,31.220324
238,,,,,,,,,181174.848,569975.224,34.80268008,31.22067131
239,,,,,,,,,181201.774,569970.521,34.80296284,31.22062978
240,,,,,,,,,181202.262,569968.523,34.80296803,31.22061177
241,,,,,,,,,181242.33,569924.129,34.80339022,31.2202127
242,,,,,,,,,181214.586,569921.729,34.80309915,31.22019014
243,,,,,,,,,181314.969,569680.501,34.80416179,31.2180178
244,,,,,,,,,181250.965,569694.543,34.80348958,31.21814235
245,,,,,,,,,181134.4,569616.936,34.80226927,31.21743859
246,,,,,,,,,181001.689,569630.176,34.80087606,31.21755364
247,,,,,,,,,181045.617,569633.759,34.80133692,31.21758741
248,,,,,,,,,181058.499,569659.575,34.80147112,31.21782066
249,,,,,,,,,181039.687,569673.457,34.80127317,31.21794525
250,,,,,,,,,181009.712,569733.036,34.80095632,31.2184816
251,,,,,,,,,181123.701,569637.902,34.80215619,31.21762734
252,,,,,,,,,181302.501,569705.973,34.80402998,31.21824712
253,,,,,,,,,181041.298,569660.216,34.80129058,31.21782588
254,,,,,,,,,181012.707,569674.06,34.80099001,31.2179498
255,,,,,,,,,181028.701,569653.368,34.80115865,31.2177637
256,,,,,,,,,181466.574,569725.202,34.80575109,31.21842589
257,,,,,,,,,181469.006,569709.186,34.80577722,31.21828152
258,,,,,,,,,180976.173,569759.94,34.80060332,31.21872314
259,,,,,,,,,180969.384,569753.352,34.80053232,31.2186635
260,,,,,,,,,180984.116,569755.518,34.80068684,31.21868352
261,,,,,,,,,180995.436,569757.343,34.80080557,31.21870036
262,,,,,,,,,180960.765,569773.027,34.80044112,31.21884067
263,,,,,,,,,180945.407,569751.679,34.80028076,31.21864762
264,,,,,,,,,180957.309,569758.49,34.80040541,31.21870944
265,,,,,,,,,180962.579,569675.693,34.80046389,31.21796287
266,,,,,,,,,180976.301,569676.349,34.80060787,31.21796924
267,,,,,,,,,180977.82,569670.634,34.80062402,31.21791775
268,,,,,,,,,180989.013,569690.547,34.80074072,31.21809771
269,,,,,,,,,180974.156,569693.319,34.8005847,31.21812222
270,,,,,,,,,180972.407,569706.285,34.80056585,31.21823911
271,,,,,,,,,180978.482,569713.764,34.80062932,31.21830676
272,,,,,,,,,180990.905,569714.603,34.80075966,31.21831473
273,,,,,,,,,180896.009,569697.606,34.79976444,31.21815831
274,,,,,,,,,180886.889,569736.262,34.79966725,31.21850665
275,,,,,,,,,180914.697,569696.262,34.79996061,31.21814681
276,,,,,,,,,180922.697,569719.59,34.80004367,31.21835746
277,,,,,,,,,180924.729,569635.408,34.80006822,31.2175983
278,,,,,,,,,180897.881,569612.758,34.79978734,31.21739313
279,,,,,,,,,180879.912,569608.924,34.79959892,31.21735796
280,,,,,,,,,180870.866,569604.656,34.79950415,31.21731917
281,,,,,,,,,180855.158,569605.756,34.79933927,31.21732857
282,,,,,,,,,180993.053,569800.707,34.8007789,31.21909138
283,,,,,,,,,180994.733,569791.779,34.80079687,31.21901091
284,,,,,,,,,180997.069,569782.403,34.80082175,31.21892642
285,,,,,,,,,180984.717,569781.395,34.80069216,31.21891693
286,,,,,,,,,180970.173,569792.035,34.80053912,31.21901241
287,,,,,,,,,180961.405,569798.435,34.80044686,31.21906984
288,,,,,,,,,180971.741,569783.843,34.80055589,31.21893858
289,,,,,,,,,180966.509,569772.883,34.8005014,31.21883956
290,,,,,,,,,180932.553,569881.029,34.80014091,31.2198138
291,,,,,,,,,180896.649,569913.894,34.79976285,31.22010903
292,,,,,,,,,181759.575,569446.071,34.80883642,31.21591791
293,,,,,,,,,181769.961,569455.284,34.80894507,31.21600133
294,,,,,,,,,181768.342,569461.919,34.80892783,31.21606112
295,,,,,,,,,181767.965,569468.747,34.80892362,31.21612269
296,,,,,,,,,181750.783,569476.408,34.80874302,31.21619123
297,,,,,,,,,181685.994,569585.459,34.80805902,31.21717267
298,,,,,,,,,181507.801,569292.857,34.80620008,31.21452792
299,,,,,,,,,181834.892,569253.476,34.80963402,31.21418332
300,,,,,,,,,181837.136,569255.448,34.8096575,31.21420118
301,,,,,,,,,181720.223,569365.985,34.80842647,31.21519434
302,,,,,,,,,181719.39,569377.35,34.8084173,31.21529682
303,,,,,,,,,181786.44,569473.339,34.80911732,31.2161647
304,,,,,,,,,181784.384,569488.543,34.80909518,31.21630176
305,,,,,,,,,181783.26,569496.931,34.80908307,31.21637738
306,,,,,,,,,181782.216,569506.095,34.80907177,31.21645999
307,,,,,,,,,181788.676,569462.479,34.8091412,31.21606683
308,,,,,,,,,181752.836,569591.055,34.80876026,31.2172253
309,,,,,,,,,181812.364,569415.935,34.80939153,31.21564781
310,,,,,,,,,181820.844,569242.756,34.80948701,31.21408619
311,,,,,,,,,181821.728,569244.112,34.80949623,31.21409845
312,,,,,,,,,181824.124,569232.144,34.80952182,31.21399058
313,,,,,,,,,181503.074,569297.819,34.80615029,31.21457252
314,,,,,,,,,181282.984,569456.35,34.80383465,31.21599514
315,,,,,,,,,181471.799,569275.056,34.80582295,31.2143662
316,,,,,,,,,181470.843,569272.909,34.805813,31.21434681
317,,,,,,,,,181488.084,569256.364,34.80599455,31.21419815
318,,,,,,,,,181045.963,569566.431,34.80134312,31.21698019
319,,,,,,,,,181035.383,569305.881,34.80124207,31.21462994
320,,,,,,,,,181035.052,569301.885,34.80123875,31.21459389
321,,,,,,,,,181039.138,569286.881,34.8012822,31.21445871
322,,,,,,,,,181051.677,569244.593,34.8014154,31.21407772
323,,,,,,,,,181052.778,569235.543,34.8014273,31.21399614
324,,,,,,,,,181053.168,569225.236,34.80143178,31.21390319
325,,,,,,,,,181012.346,569350.812,34.8009986,31.21503442
326,,,,,,,,,181022.518,569498.838,34.80109968,31.2163698
327,,,,,,,,,181054.315,569209.544,34.80144442,31.2137617
328,,,,,,,,,181462.968,569580.281,34.80571873,31.21711874
329,,,,,,,,,181469.32,569590.456,34.805785,31.21721071
330,,,,,,,,,181375.852,569397.398,34.80481145,31.21546648
331,,,,,,,,,181263.312,569404.046,34.8036302,31.21552277
332,,,,,,,,,181264.552,569407.638,34.80364308,31.2155552
333,,,,,,,,,181278.52,569365.882,34.80379125,31.21517906
334,,,,,,,,,181276.956,569367.722,34.80377476,31.21519561
335,,,,,,,,,181275.64,569363.806,34.8037611,31.21516024
336,,,,,,,,,181274.056,569358.43,34.80374469,31.21511171
337,,,,,,,,,181362.983,569283.044,34.80468074,31.2144347
338,,,,,,,,,181341.392,569282.349,34.8044542,31.21442773
339,,,,,,,,,181395.556,569316.766,34.80502128,31.2147399
340,,,,,,,,,181391.972,569314.098,34.80498377,31.21471573
341,,,,,,,,,181257.1356,569184.5816,34.80357374,31.21354322
342,,,,,,,,,181467.037,569278.091,34.80577286,31.21439342
343,,,,,,,,,181464.659,569278.193,34.80574791,31.21439426
344,,,,,,,,,181462.414,569279,34.80572432,31.21440147
345,,,,,,,,,181493.785,569286.919,34.80605322,31.21447391
346,,,,,,,,,181491.59,569287.738,34.80603016,31.21448123
347,,,,,,,,,181492.909,569290.844,34.80604388,31.21450928
348,,,,,,,,,181493.646,569293.829,34.8060515,31.21453623
349,,,,,,,,,181493.339,569296.924,34.80604816,31.21456413
350,,,,,,,,,181488.998,569291.3,34.80600282,31.21451327
351,,,,,,,,,181488.73,569288.677,34.80600011,31.2144896
352,,,,,,,,,181491.701,569285.125,34.80603142,31.21445766
353,,,,,,,,,181492.843,569283.703,34.80604346,31.21444488
354,,,,,,,,,181490.971,569282.618,34.80602385,31.21443503
355,,,,,,,,,181494.549,569280.975,34.80606146,31.21442033
356,,,,,,,,,181494.158,569277.875,34.80605748,31.21439236
357,,,,,,,,,181494.004,569275.016,34.80605597,31.21436657
358,,,,,,,,,181489.839,569276.179,34.80601222,31.21437692
359,,,,,,,,,181488.596,569278.671,34.80599908,31.21439935
360,,,,,,,,,181483.023,569282.909,34.80594044,31.2144374
361,,,,,,,,,181411.165,569338.02,34.80518428,31.2149321
362,,,,,,,,,181296.636,569204.598,34.80398749,31.21372504
363,,,,,,,,,180957.477,569448.251,34.80041907,31.21591141
364,,,,,,,,,180996.88,569556.908,34.8008284,31.21689268
365,,,,,,,,,180985.688,569534.383,34.80071182,31.21668916
366,,,,,,,,,180982.584,569547.951,34.80067872,31.21681143
367,,,,,,,,,180984.472,569540.239,34.80069883,31.21674194
368,,,,,,,,,180979.656,569558.687,34.80064758,31.21690816
369,,,,,,,,,180974.024,569576.095,34.80058781,31.21706498
370,,,,,,,,,180998.068,569487.327,34.80084354,31.21626517
371,,,,,,,,,180871.717,569495.013,34.7995173,31.21633033
372,,,,,,,,,180788.638,569591.887,34.79864173,31.21720128
373,,,,,,,,,180849.552,569551.327,34.79928253,31.21683749
374,,,,,,,,,180968.537,569488.427,34.80053359,31.21627412
375,,,,,,,,,180989.343,569425.599,34.80075434,31.21570816
376,,,,,,,,,180860.906,569595.457,34.79939999,31.21723587
377,,,,,,,,,180061.805,569447.512,34.79101986,31.21587489
378,,,,,,,,,180059.133,569438.2,34.79099219,31.21579081
379,,,,,,,,,180052.733,569434.696,34.79092516,31.21575899
380,,,,,,,,,180051.469,569420.968,34.79091244,31.21563514
381,,,,,,,,,180060.541,569481.48,34.79100526,31.2161812
382,,,,,,,,,181443.112,568813.303,34.80553939,31.21020073
383,,,,,,,,,181208.623,569069.223,34.80306905,31.21250121
384,,,,,,,,,181214.279,569059.762,34.80312876,31.21241607
385,,,,,,,,,181208.95,569068.488,34.80307251,31.21249459
386,,,,,,,,,181234.718,568854.337,34.80335106,31.21056401
387,,,,,,,,,181324.151,569054.697,34.80428192,31.21237398
388,,,,,,,,,181207.883,568804.976,34.80307135,31.21011795
389,,,,,,,,,181441.93,568811.277,34.80552707,31.21018241
390,,,,,,,,,181135.344,569109.582,34.80229854,31.21286281
391,,,,,,,,,181029.725,568812.927,34.80120155,31.21018381
392,,,,,,,,,181061.56,568824.535,34.80153517,31.21028955
393,,,,,,,,,181115.874,568814.398,34.8021055,31.21019991
394,,,,,,,,,181116.058,568816.398,34.80210735,31.21021795
395,,,,,,,,,181090.568,569068.51,34.80183024,31.21249091
396,,,,,,,,,181093.36,569082.678,34.801859,31.21261878
397,,,,,,,,,181093.888,569078.158,34.80186471,31.21257804
398,,,,,,,,,181100.436,569068.442,34.8019338,31.21249062
399,,,,,,,,,181099.1,569072.77,34.80191961,31.21252961
400,,,,,,,,,181112.332,569082.554,34.80205809,31.21261829
401,,,,,,,,,181111.076,569078.306,34.80204507,31.21257994
402,,,,,,,,,181099.616,569045.974,34.80192605,31.21228796
403,,,,,,,,,181094.316,568988.29,34.80187264,31.21176753
404,,,,,,,,,181093.148,568985.142,34.8018605,31.2117391
405,,,,,,,,,181094.368,568999.586,34.80187275,31.21186941
406,,,,,,,,,181090.076,569003.058,34.80182758,31.21190059
407,,,,,,,,,181062.059,569001.909,34.80153362,31.2118893
408,,,,,,,,,181060.667,569003.565,34.80151895,31.21190419
409,,,,,,,,,181058.551,568999.541,34.8014969,31.21186783
410,,,,,,,,,181061.003,569000.241,34.80152261,31.21187422
411,,,,,,,,,181062.167,568999.481,34.80153485,31.21186741
412,,,,,,,,,181075.081,568971.536,34.80167143,31.2116158
413,,,,,,,,,181074.733,568974.644,34.80166766,31.21164382
414,,,,,,,,,181074.829,568977.052,34.80166858,31.21166554
415,,,,,,,,,181073.321,568984.424,34.80165247,31.21173198
416,,,,,,,,,181075.797,568986.464,34.80167838,31.21175046
417,,,,,,,,,181077.513,568994.056,34.80169609,31.21181898
418,,,,,,,,,181072.677,568992.384,34.80164541,31.21180375
419,,,,,,,,,181047.904,569063.749,34.80138272,31.21244657
420,,,,,,,,,181049.068,569067.577,34.80139479,31.21248113
421,,,,,,,,,181048.388,569069.757,34.80138757,31.21250077
422,,,,,,,,,181090.723,569069.318,34.80183184,31.2124982
423,,,,,,,,,181091.148,569066.691,34.8018364,31.21247453
424,,,,,,,,,181083.776,569088.291,34.80175821,31.21266909
425,,,,,,,,,181083.776,569090.918,34.80175811,31.21269279
426,,,,,,,,,181083.635,569095.151,34.80175647,31.21273096
427,,,,,,,,,181058.038,569167.225,34.80148511,31.21338015
428,,,,,,,,,181058.218,569162.377,34.80148718,31.21333643
429,,,,,,,,,181058.286,569159.249,34.80148802,31.21330823
430,,,,,,,,,181063.534,569131.889,34.80154413,31.21306164
431,,,,,,,,,181056.83,569042.813,34.80147719,31.21225804
432,,,,,,,,,181057.01,569037.637,34.80147928,31.21221137
433,,,,,,,,,181066.622,569049.333,34.80157969,31.21231717
